🔄 IBKR LIVE SYNC STARTED
📊 Symbols: XAUUSD, AAPL, NVDA, TSLA, SPY
⏱️  Update interval: 60 seconds

⏰ 18:33:44 - Syncing IBKR prices... /Users/anubhavarya/star/star-dashboard/ibkr_sync.py:56: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "updated_at": datetime.utcnow().isoformat()
/Users/anubhavarya/star/star-dashboard/ibkr_sync.py:78: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  "last_updated": datetime.utcnow().isoformat()
✅ Updated 10 positions | Gold: $4453.34
⏰ 18:30:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.23
⏰ 18:31:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.48
⏰ 18:32:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.01
⏰ 18:33:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.64
⏰ 18:34:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.14
⏰ 18:35:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.02
⏰ 18:36:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.51
⏰ 18:37:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.07
⏰ 18:38:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.62
⏰ 18:39:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.04
⏰ 18:40:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.76
⏰ 18:41:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.23
⏰ 18:42:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.48
⏰ 18:43:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.99
⏰ 18:44:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.44
⏰ 18:45:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.72
⏰ 18:46:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.70
⏰ 18:47:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.08
⏰ 18:48:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.86
⏰ 18:49:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.14
⏰ 18:50:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.28
⏰ 18:51:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.30
⏰ 18:53:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.60
⏰ 18:54:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.55
⏰ 18:55:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.45
⏰ 18:56:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.16
⏰ 18:57:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.54
⏰ 18:58:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.38
⏰ 18:59:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.07
⏰ 19:00:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.52
⏰ 19:01:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.56
⏰ 19:02:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.01
⏰ 19:03:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.25
⏰ 19:04:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.32
⏰ 19:05:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.64
⏰ 19:06:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.70
⏰ 19:07:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.71
⏰ 19:08:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.86
⏰ 19:09:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.53
⏰ 19:10:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.29
⏰ 19:11:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.83
⏰ 19:12:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.27
⏰ 19:13:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.86
⏰ 19:14:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.24
⏰ 19:15:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.02
⏰ 19:16:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.22
⏰ 19:17:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.24
⏰ 19:18:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.46
⏰ 19:19:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.27
⏰ 19:20:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.96
⏰ 19:21:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.53
⏰ 19:22:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.58
⏰ 19:23:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.98
⏰ 19:24:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.61
⏰ 19:25:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.39
⏰ 19:26:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.05
⏰ 19:27:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.97
⏰ 19:28:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.17
⏰ 19:29:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.33
⏰ 19:30:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.08
⏰ 19:32:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.06
⏰ 19:33:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.69
⏰ 19:34:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.28
⏰ 19:35:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.90
⏰ 19:36:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.10
⏰ 19:37:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.15
⏰ 19:38:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.24
⏰ 19:39:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.62
⏰ 19:40:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.98
⏰ 19:41:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.50
⏰ 19:42:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.43
⏰ 19:43:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.58
⏰ 19:44:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.05
⏰ 19:45:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.64
⏰ 19:46:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.14
⏰ 19:47:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.00
⏰ 19:48:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.63
⏰ 19:49:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.74
⏰ 19:50:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.06
⏰ 19:51:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.80
⏰ 19:52:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.46
⏰ 19:53:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.07
⏰ 19:54:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.32
⏰ 19:55:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.19
⏰ 19:56:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.45
⏰ 19:57:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.88
⏰ 19:58:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.06
⏰ 19:59:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.34
⏰ 20:00:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.33
⏰ 20:01:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.89
⏰ 20:02:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.86
⏰ 20:03:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.46
⏰ 20:04:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.57
⏰ 20:05:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.99
⏰ 20:06:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.56
⏰ 20:08:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.29
⏰ 20:09:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.27
⏰ 20:10:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.11
⏰ 20:11:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.98
⏰ 20:12:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.80
⏰ 20:13:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.39
⏰ 20:14:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.58
⏰ 20:15:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.49
⏰ 20:16:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.27
⏰ 20:17:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.53
⏰ 20:18:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.47
⏰ 20:19:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.69
⏰ 20:20:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.80
⏰ 20:21:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.94
⏰ 20:22:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.59
⏰ 20:23:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.70
⏰ 20:24:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.89
⏰ 20:25:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.62
⏰ 20:26:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.26
⏰ 20:27:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.71
⏰ 20:28:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.53
⏰ 20:29:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.82
⏰ 20:30:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.40
⏰ 20:31:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.84
⏰ 20:32:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.94
⏰ 20:33:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.51
⏰ 20:34:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.84
⏰ 20:35:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.92
⏰ 20:36:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.31
⏰ 20:38:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.02
⏰ 20:39:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.54
⏰ 20:40:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.54
⏰ 20:41:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.92
⏰ 20:42:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.36
⏰ 20:43:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.60
⏰ 20:44:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.40
⏰ 20:45:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.68
⏰ 20:46:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.89
⏰ 20:47:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.67
⏰ 20:48:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.24
⏰ 20:49:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.58
⏰ 20:50:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.10
⏰ 20:51:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.65
⏰ 20:52:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.14
⏰ 20:53:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.82
⏰ 20:54:28 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.27
⏰ 20:55:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.92
⏰ 20:56:31 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.58
⏰ 20:57:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.13
⏰ 20:58:34 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.34
⏰ 20:59:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.30
⏰ 21:00:37 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.33
⏰ 21:01:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.05
⏰ 21:02:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.31
⏰ 21:03:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.37
⏰ 21:04:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.24
⏰ 21:05:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.23
⏰ 21:06:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.39
⏰ 21:07:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.61
⏰ 21:08:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.81
⏰ 21:09:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.06
⏰ 21:10:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.19
⏰ 21:11:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.18
⏰ 21:12:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.20
⏰ 21:13:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.53
⏰ 21:14:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.36
⏰ 21:16:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.19
⏰ 21:17:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.61
⏰ 21:18:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.11
⏰ 21:19:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.04
⏰ 21:20:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.10
⏰ 21:21:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.74
⏰ 21:22:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.46
⏰ 21:23:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.88
⏰ 21:24:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.20
⏰ 21:25:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.16
⏰ 21:26:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.41
⏰ 21:27:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.74
⏰ 21:28:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.57
⏰ 21:29:20 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.40
⏰ 21:30:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.91
⏰ 21:31:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.79
⏰ 21:32:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.34
⏰ 21:33:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.07
⏰ 21:34:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.19
⏰ 21:35:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.72
⏰ 21:36:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.15
⏰ 21:37:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.12
⏰ 21:38:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.95
⏰ 21:39:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.74
⏰ 21:40:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.11
⏰ 21:41:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.66
⏰ 21:42:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.16
⏰ 21:43:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.75
⏰ 21:44:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.12
⏰ 21:45:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.07
⏰ 21:46:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.14
⏰ 21:47:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.32
⏰ 21:48:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.68
⏰ 21:49:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.85
⏰ 21:50:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.52
⏰ 21:51:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.35
⏰ 21:52:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.21
⏰ 21:53:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.15
⏰ 21:54:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.56
⏰ 21:56:00 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.56
⏰ 21:57:02 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.67
⏰ 21:58:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.00
⏰ 21:59:05 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.43
⏰ 22:00:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.41
⏰ 22:01:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.08
⏰ 22:02:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.59
⏰ 22:03:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.46
⏰ 22:04:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.26
⏰ 22:05:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.73
⏰ 22:06:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.61
⏰ 22:07:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.81
⏰ 22:08:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.05
⏰ 22:09:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.55
⏰ 22:10:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.72
⏰ 22:11:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.83
⏰ 22:12:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.11
⏰ 22:13:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.06
⏰ 22:14:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.02
⏰ 22:15:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.70
⏰ 22:16:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.46
⏰ 22:17:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4456.40
⏰ 22:18:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.87
⏰ 22:19:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.26
⏰ 22:20:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.47
⏰ 22:21:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.57
⏰ 22:22:41 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.39
⏰ 22:23:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.50
⏰ 22:24:44 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.09
⏰ 22:25:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.70
⏰ 22:26:47 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.86
⏰ 22:27:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.05
⏰ 22:28:50 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.42
⏰ 22:29:52 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.25
⏰ 22:30:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.76
⏰ 22:31:55 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4454.65
⏰ 22:32:57 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.11
⏰ 22:33:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.94
⏰ 22:34:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.47
⏰ 22:36:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.80
⏰ 22:37:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.53
⏰ 22:38:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.88
⏰ 22:39:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.81
⏰ 22:40:08 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.73
⏰ 22:41:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.89
⏰ 22:42:11 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.72
⏰ 22:43:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.19
⏰ 22:44:14 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.12
⏰ 22:45:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.51
⏰ 22:46:17 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.00
⏰ 22:47:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.77
⏰ 22:48:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.02
⏰ 22:49:23 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.90
⏰ 22:50:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.50
⏰ 22:51:26 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.73
⏰ 22:52:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.54
⏰ 22:53:29 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.06
⏰ 22:54:30 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.81
⏰ 22:55:32 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.90
⏰ 22:56:33 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.42
⏰ 22:57:35 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4452.09
⏰ 22:58:36 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4459.18
⏰ 22:59:38 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4462.94
⏰ 23:00:39 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.76
⏰ 23:01:40 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.02
⏰ 23:02:42 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.03
⏰ 23:03:43 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4465.99
⏰ 23:04:45 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.79
⏰ 23:05:46 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.90
⏰ 23:06:48 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4457.22
⏰ 23:07:49 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.68
⏰ 23:08:51 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4466.82
⏰ 23:09:53 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.31
⏰ 23:10:54 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.03
⏰ 23:11:56 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.55
⏰ 23:12:58 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.77
⏰ 23:13:59 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4455.01
⏰ 23:15:01 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.88
⏰ 23:16:03 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.42
⏰ 23:17:04 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.42
⏰ 23:18:06 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.40
⏰ 23:19:07 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4469.27
⏰ 23:20:09 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4460.04
⏰ 23:21:10 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4468.16
⏰ 23:22:12 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.22
⏰ 23:23:13 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.17
⏰ 23:24:15 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4451.56
⏰ 23:25:16 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4450.48
⏰ 23:26:18 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.30
⏰ 23:27:19 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4461.31
⏰ 23:28:21 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4453.82
⏰ 23:29:22 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4467.07
⏰ 23:30:24 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4463.63
⏰ 23:31:25 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4458.56
⏰ 23:32:27 - Syncing IBKR prices... ✅ Updated 10 positions | Gold: $4464.89
